longitude,latitude,crs,lit,name,osm,light:method,light:direction,height,support
11.0076338,49.5245429,EPSG:4326,yes,Am Steig,n2705032237,,,,
11.0249927,49.5161766,EPSG:4326,yes,Erich-Ollenhauer-Straße,n2705032240,,,,
11.0329611,49.53095,EPSG:4326,yes,Reutleser Straße,n2705032287,,,,
11.0334557,49.5314655,EPSG:4326,no,Reutleser Straße,n2705032288,,,,
11.0060819,49.5126994,EPSG:4326,yes,Steinacher Straße,n2705032293,,,,
11.0561545,49.4974625,EPSG:4326,,,n2714868919,,,,
11.055307,49.4975496,EPSG:4326,,,n2714868940,,,,
11.0570665,49.497985,EPSG:4326,,,n2714868958,,,,
11.0555886,49.4980548,EPSG:4326,,,n2714868965,,,,
11.0546525,49.498147,EPSG:4326,,,n2714868974,,,,
11.0545696,49.4981,EPSG:4326,,,n2714868983,,,,
11.0546954,49.4980878,EPSG:4326,,,n2714868990,,,,
11.0560714,49.4980548,EPSG:4326,,,n2714868994,,,,
11.054918,49.498121,EPSG:4326,,,n2714868998,,,,
11.0546579,49.4977324,EPSG:4326,,,n2714869002,,,,
11.0557146,49.4975008,EPSG:4326,,,n2714869028,,,,
11.0569216,49.4974885,EPSG:4326,,,n2714869031,,,,
11.0547598,49.4981436,EPSG:4326,,,n2714869055,,,,
11.0548054,49.4980686,EPSG:4326,,,n2714869072,,,,
11.0549529,49.4975792,EPSG:4326,,,n2714869074,,,,
11.0545345,49.4981628,EPSG:4326,,,n2714869082,,,,
11.0567071,49.4979973,EPSG:4326,,,n2714869105,,,,
11.0472034,49.5017907,EPSG:4326,no,,n2723718921,,100;280,3,
11.0472734,49.5017123,EPSG:4326,no,,n2723718922,,100;280,3,
11.0109908,49.5291419,EPSG:4326,no,Großgründlach Hauptstraße,n2741078354,,,,
11.1229599,49.4817826,EPSG:4326,yes,Sieboldstraße,n2755758933,,,,
11.1231124,49.4818861,EPSG:4326,yes,Sieboldstraße,n2755758935,,,,
11.082133,49.4393708,EPSG:4326,no,Kopernikusplatz,n2987808415,,,,
11.1280338,49.4448504,EPSG:4326,,,n3136829665,,,,
11.128056,49.4450299,EPSG:4326,,,n3166103161,,,,
11.1285097,49.4451322,EPSG:4326,,,n3166103261,,,,
11.1282044,49.4452874,EPSG:4326,,,n3166103262,,,,
11.0656796,49.4608604,EPSG:4326,yes,,n3248523558,,,,
11.1347843,49.4617294,EPSG:4326,no,,n3260690783,,,,
11.0549982,49.4978061,EPSG:4326,,,n3315562460,,,,
11.054486,49.4978495,EPSG:4326,,,n3315565363,,,,
11.0543227,49.4980459,EPSG:4326,,,n3315565365,,,,
11.1122709,49.4571847,EPSG:4326,,,n3620225241,,,,
11.127854,49.4448499,EPSG:4326,,,n3666883235,,,,
11.1336995,49.4820032,EPSG:4326,,,n3686010494,,,,
11.1338133,49.4823386,EPSG:4326,,,n3686010496,,,,
11.127943,49.4084756,EPSG:4326,,,n3712559563,,,,
11.128429,49.4087552,EPSG:4326,,,n3712559845,,,,
11.1281943,49.4086234,EPSG:4326,,,n3712560040,,,,
11.1299706,49.4075482,EPSG:4326,,,n3712600928,,,,
11.1290806,49.4095358,EPSG:4326,,,n3712601628,,,,
11.1285379,49.4095339,EPSG:4326,,,n3712601629,,,,
11.1302352,49.4076869,EPSG:4326,,,n3712601630,,,,
11.1291203,49.4097444,EPSG:4326,,,n3712601826,,,,
11.1291922,49.4101496,EPSG:4326,,,n3712601827,,,,
11.1293186,49.4073359,EPSG:4326,,,n3712601828,,,,
11.1286548,49.4088572,EPSG:4326,,,n3712601928,,,,
11.1289247,49.4087563,EPSG:4326,,,n3712601929,,,,
11.1288185,49.4090173,EPSG:4326,,,n3712602026,,,,
11.1286363,49.4092947,EPSG:4326,,,n3712602129,,,,
11.1284381,49.409163,EPSG:4326,,,n3712602130,,,,
11.1277082,49.4099242,EPSG:4326,,,n3712602131,,,,
11.1296997,49.4074072,EPSG:4326,,,n3712602132,,,,
11.1290406,49.409138,EPSG:4326,,,n3712602627,,,,
11.1283042,49.4094094,EPSG:4326,,,n3712602828,,,,
11.129157,49.4099454,EPSG:4326,,,n3712613426,,,,
11.128857,49.4094123,EPSG:4326,,,n3712613427,,,,
11.1291521,49.4085701,EPSG:4326,,,n3712613428,,,,
11.1279343,49.4100404,EPSG:4326,,,n3712613429,,,,
11.1286026,49.4096384,EPSG:4326,,,n3712613430,,,,
11.1290858,49.4093489,EPSG:4326,,,n3712613625,,,,
11.1292549,49.4091073,EPSG:4326,,,n3712613626,,,,
11.1295976,49.4088202,EPSG:4326,,,n3727829345,,,,
11.1297569,49.4087861,EPSG:4326,,,n3727844846,,,,
11.1297585,49.4086865,EPSG:4326,,,n3727865950,,,,
11.1299185,49.4085438,EPSG:4326,,,n3727866551,,,,
11.129425,49.4089573,EPSG:4326,,,n3727867134,,,,
11.0626723,49.4399235,EPSG:4326,yes,,n3779265107,,,,
11.0571861,49.4604871,EPSG:4326,,,n3782455471,,,,
11.1179252,49.4380816,EPSG:4326,,,n3797937964,,,,
11.1179773,49.4790078,EPSG:4326,yes,Paul-Moor-Schule,n3844955475,,,,
11.1179419,49.4787522,EPSG:4326,yes,Paul-Moor-Schule,n3844955476,,,,
11.080896,49.4389816,EPSG:4326,yes,,n3851661286,,,,
11.0819718,49.4389889,EPSG:4326,,,n3851661596,,,,
11.0818757,49.4388144,EPSG:4326,,,n3851661597,,,,
11.0817277,49.4385314,EPSG:4326,,,n3851661599,,,,
11.0817746,49.4383772,EPSG:4326,,,n3851661600,,,,
11.0817857,49.4385937,EPSG:4326,,,n3851662607,,,,
11.0819313,49.4388906,EPSG:4326,,,n3851662979,,,,
11.0818381,49.4387121,EPSG:4326,,,n3851662980,,,,
11.0096212,49.4539822,EPSG:4326,yes,Oststraße,n3870397515,,,,
11.0630657,49.4503538,EPSG:4326,,,n3874959049,,,,
11.0632014,49.4505564,EPSG:4326,,,n3874959051,,,,
11.063183,49.4508954,EPSG:4326,,,n3874959052,,,,
11.0631372,49.4511601,EPSG:4326,,,n3874959053,,,,
11.0631028,49.4514067,EPSG:4326,,,n3874959054,,,,
11.0632665,49.4515446,EPSG:4326,,,n3874959055,,,,
11.0634463,49.4502547,EPSG:4326,,,n3874960044,,,,
11.0640937,49.4518806,EPSG:4326,,,n3874960657,,,,
11.1331749,49.41169,EPSG:4326,,,n3892974570,,,,
11.0318586,49.5232575,EPSG:4326,no,Boxdorf Nord,n3913052957,,,,
11.071418,49.4622156,EPSG:4326,yes,Friedrich-Ebert-Platz,n3913193963,,,,
11.1017779,49.4496673,EPSG:4326,,,n3915022367,,,,
11.0323209,49.4903242,EPSG:4326,yes,Höfles/Ost,n3921801658,,,,
11.0326021,49.4903052,EPSG:4326,yes,Höfles/Ost,n3921813559,,,,
11.0303844,49.4889979,EPSG:4326,yes,Höfles/West,n3921813560,,,,
11.030542,49.4891958,EPSG:4326,yes,Höfles/West,n3921813857,,,,
11.0533058,49.4858206,EPSG:4326,no,Schnepfenreuth,n3921888458,,,,
11.0527513,49.4856974,EPSG:4326,no,Schnepfenreuth,n3921889257,,,,
11.0535784,49.4834163,EPSG:4326,yes,Walter-Braun-Straße,n3921889357,,,,
11.0536896,49.4835116,EPSG:4326,yes,Walter-Braun-Straße,n3921889457,,,,
11.0099981,49.4569685,EPSG:4326,yes,Schieräckerstraße,n3930078166,,,,
11.0099393,49.4572236,EPSG:4326,yes,Schieräckerstraße,n3930078261,,,,
11.0106641,49.4585849,EPSG:4326,yes,Karl-Martell-Straße,n3930078357,,,,
11.0108861,49.4629219,EPSG:4326,yes,Richard-Wagner-Straße,n3930948457,,,,
11.0113413,49.4637103,EPSG:4326,yes,Richard-Wagner-Straße,n3930948557,,,,
11.0046838,49.4405011,EPSG:4326,no,Rothenburger/Sigmundstraße,n3932864061,,,,
11.1155726,49.4811651,EPSG:4326,yes,,n3945386326,,,,
11.0728052,49.45297,EPSG:4326,,,n3984864433,,,,
11.085585,49.4474687,EPSG:4326,yes,Zentraler Busbahnhof,n3985128657,,,,
11.0857112,49.4476051,EPSG:4326,yes,Zentraler Busbahnhof,n3985128658,,,,
11.0858299,49.4477445,EPSG:4326,yes,Zentraler Busbahnhof,n3985128659,,,,
11.0857172,49.447929,EPSG:4326,no,Zentraler Busbahnhof,n3985128660,,,,
11.0856291,49.4478132,EPSG:4326,no,Zentraler Busbahnhof,n3985128661,,,,
11.0855072,49.4476788,EPSG:4326,no,Zentraler Busbahnhof,n3985128662,,,,
11.0853852,49.4475444,EPSG:4326,no,Zentraler Busbahnhof,n3985128663,,,,
11.0840745,49.4475422,EPSG:4326,yes,,n4003807753,,,,
11.083313,49.447451,EPSG:4326,yes,,n4018041792,,,,
11.082242,49.4483079,EPSG:4326,yes,,n4018041793,,,,
11.1179889,49.4229566,EPSG:4326,yes,Parkhaus Messe Nürnberg,n4028303450,,,,
11.1073528,49.4574997,EPSG:4326,,,n4179302816,,,,
11.1078312,49.4576344,EPSG:4326,,,n4179302818,,,,
11.1082812,49.457708,EPSG:4326,,,n4179302820,,,,
11.1084253,49.4577333,EPSG:4326,,,n4179302823,,,,
11.1085702,49.4577553,EPSG:4326,,,n4179302824,,,,
11.0958447,49.4486517,EPSG:4326,yes,Dürrenhof,n4193915973,,,,
11.1808553,49.4692853,EPSG:4326,no,Freilandsiedlung,n4193915974,,,,
11.1808325,49.4693786,EPSG:4326,no,Freilandsiedlung,n4193915975,,,,
11.0142665,49.5238474,EPSG:4326,no,Spessartstr.,n4299853521,,,,
11.0665901,49.4509886,EPSG:4326,yes,Obere Turnstraße,n4300034611,,,,
11.0437275,49.4508321,EPSG:4326,,,n4344458476,,,,
11.0435957,49.4509494,EPSG:4326,,,n4344458489,,,,
11.0439571,49.4509986,EPSG:4326,,,n4344458495,,,,
11.0437962,49.4510671,EPSG:4326,,,n4344458502,,,,
11.0440436,49.4510906,EPSG:4326,,,n4344458509,,,,
11.0447668,49.4511059,EPSG:4326,,,n4344458510,,,,
11.0435072,49.451136,EPSG:4326,,,n4344458515,,,,
11.0444597,49.4512131,EPSG:4326,,,n4344458524,,,,
11.043882,49.4512166,EPSG:4326,,,n4344458525,,,,
11.0436165,49.4512602,EPSG:4326,,,n4344458527,,,,
11.0432732,49.4513116,EPSG:4326,,,n4344458533,,,,
11.0437137,49.4514764,EPSG:4326,,,n4344458541,,,,
11.0430707,49.4514799,EPSG:4326,,,n4344458543,,,,
11.0433784,49.4514912,EPSG:4326,,,n4344458545,,,,
11.065125,49.4585677,EPSG:4326,yes,Hallerstraße,n4361411133,,,,
11.0651197,49.4583678,EPSG:4326,yes,Hallerstraße,n4361411135,,,,
11.0606555,49.4597205,EPSG:4326,no,St. Johannisfriedhof,n4361411606,,,,
11.1032385,49.4504597,EPSG:4326,no,Tullnaupark,n4398589901,,,,
11.1177812,49.4556716,EPSG:4326,yes,Business Tower,n4398673896,,,,
11.1352729,49.4538854,EPSG:4326,yes,Siedlerstraße,n4398813496,,,,
11.135418,49.4540418,EPSG:4326,no,Siedlerstraße,n4398820390,,,,
11.0784933,49.4552198,EPSG:4326,yes,,n4411568054,,,,
11.0539173,49.4927233,EPSG:4326,yes,Am Wegfeld,n4546566989,,,,
11.0541275,49.4921088,EPSG:4326,yes,Am Wegfeld,n4546567089,,,,
11.0535415,49.4922343,EPSG:4326,yes,Am Wegfeld,n4546567291,,,,
11.1144934,49.4594994,EPSG:4326,yes,Heinemannbrücke,n4547062796,,,,
11.1135871,49.4595327,EPSG:4326,no,Heinemannbrücke,n4547062801,,,,
11.0540605,49.4923623,EPSG:4326,yes,Am Wegfeld,n4548453523,,,,
11.0533508,49.492641,EPSG:4326,yes,Am Wegfeld,n4548453524,,,,
11.0541742,49.4923382,EPSG:4326,yes,Am Wegfeld,n4548453530,,,,
11.0539944,49.492529,EPSG:4326,yes,Am Wegfeld,n4548453535,,,,
11.0540389,49.493074,EPSG:4326,yes,Am Wegfeld,n4548453536,,,,
11.1182152,49.4382179,EPSG:4326,yes,Dutzendteich Bahnhof,n4549892663,,,,
11.1214513,49.4425031,EPSG:4326,yes,Marienbader Straße,n4549892664,,,,
11.1201735,49.4404643,EPSG:4326,no,Ben-Gurion-Ring,n4549892665,,,,
11.1196438,49.4404442,EPSG:4326,yes,Ben-Gurion-Ring,n4549892666,,,,
11.121076,49.4425879,EPSG:4326,yes,Marienbader Straße,n4549892669,,,,
11.0711688,49.4936318,EPSG:4326,yes,Luftamt Nordbayern,n4549997117,,,,
11.0536807,49.4919634,EPSG:4326,yes,Am Wegfeld,n4550822691,,,,
11.0711136,49.4937243,EPSG:4326,yes,Luftamt Nordbayern,n4553047628,,,,
11.1274662,49.4650355,EPSG:4326,no,Martin-Albert-Straße,n4553063388,,,,
11.1251159,49.4671822,EPSG:4326,yes,Thumenberger Weg,n4553064090,,,,
11.1210983,49.4692932,EPSG:4326,yes,Steinplattenweg,n4553064092,,,,
11.1169825,49.4718688,EPSG:4326,yes,Dresdener Straße,n4553064094,,,,
11.1036121,49.4741194,EPSG:4326,yes,Bessemerstraße,n4553064096,,,,
11.0665331,49.4801724,EPSG:4326,no,Sylter Straße,n4558213889,,,,
11.0623497,49.4025843,EPSG:4326,no,,n4558506797,,,,
11.1302905,49.4699557,EPSG:4326,,,n4577023018,,,,
11.0616908,49.4800867,EPSG:4326,yes,Schleswiger Straße,n4628975106,,,,
11.1056086,49.4842114,EPSG:4326,yes,Ziegelstein Süd,n4664911792,,,,
11.1052137,49.4844628,EPSG:4326,yes,Ziegelstein Süd,n4664932193,,,,
11.1054866,49.4843861,EPSG:4326,yes,Ziegelstein Süd,n4664952890,,,,
11.1048617,49.4838812,EPSG:4326,no,Ziegelstein Süd,n4664972289,,,,
11.0723868,49.4845767,EPSG:4326,yes,Lohestraße,n4675531630,,,,
11.0728138,49.4846607,EPSG:4326,yes,Lohestraße,n4675531633,,,,
11.0625921,49.4771869,EPSG:4326,no,Cuxhavener Straße,n4689229892,,,,
11.0622333,49.4770871,EPSG:4326,no,Cuxhavener Straße,n4689229893,,,,
11.0635704,49.4736437,EPSG:4326,no,Thon,n4689229894,,,,
11.0649189,49.4732424,EPSG:4326,yes,Thon,n4689229896,,,,
11.1068647,49.4573858,EPSG:4326,,,n4762061359,,,,
11.106455,49.4572169,EPSG:4326,,,n4762061360,,,,
11.1059733,49.4570289,EPSG:4326,,,n4762061361,,,,
11.1055484,49.456828,EPSG:4326,,,n4762061362,,,,
11.1051025,49.4566209,EPSG:4326,,,n4762061363,,,,
11.1042523,49.4561928,EPSG:4326,,,n4762061364,,,,
11.1038245,49.4559749,EPSG:4326,,,n4762061365,,,,
11.1034101,49.4557465,EPSG:4326,,,n4762061366,,,,
11.1030172,49.4555139,EPSG:4326,,,n4762061367,,,,
11.1046675,49.4563877,EPSG:4326,,,n4765235276,,,,
11.0662511,49.4802499,EPSG:4326,no,Sylter Straße,n4784057927,,,,
11.071713,49.4809422,EPSG:4326,yes,Wilhelmshavener Straße,n4784057928,,,,
11.0853801,49.4477786,EPSG:4326,yes,Zentraler Busbahnhof,n4786923460,,,,
11.0854927,49.4479054,EPSG:4326,yes,Zentraler Busbahnhof,n4786923461,,,,
11.0649288,49.4484187,EPSG:4326,yes,Plärrer,n4828422928,,,,
11.1561569,49.4028827,EPSG:4326,yes,Gleiwitzer-/Liegnitzer Straße,n4857253809,,,,
11.04901,49.4674443,EPSG:4326,yes,Dortmunder Straße,n4870520550,,,,
11.1055302,49.4436402,EPSG:4326,,,n4918283277,,,,
11.0574576,49.4730175,EPSG:4326,yes,Waldemar-Klink-Straße,n5081104922,,,,
11.0569474,49.4730912,EPSG:4326,yes,Waldemar-Klink-Straße,n5081104923,,,,
11.0854894,49.4631525,EPSG:4326,yes,Maxfeld,n5081105022,,,,
11.0533424,49.4726084,EPSG:4326,no,Forchheimer Straße,n5081105023,,,,
11.0853177,49.4631979,EPSG:4326,yes,Maxfeld,n5081105121,,,,
11.1439522,49.4127811,EPSG:4326,no,Langwasser Bad,n5109625723,,,,
11.0580888,49.4841716,EPSG:4326,yes,,n5205604742,,,,
11.0877545,49.4574347,EPSG:4326,yes,Laufer Tor,n5264478203,,,,
11.084436,49.4563808,EPSG:4326,no,Innerer Laufer Platz,n5264478204,,,,
11.1263446,49.4080715,EPSG:4326,no,,n5270235286,,,,
11.0492835,49.4613049,EPSG:4326,yes,Westfriedhof,n5283676235,,,,
11.0493019,49.4617448,EPSG:4326,yes,Westfriedhof,n5283720381,,,,
11.0407522,49.4553469,EPSG:4326,yes,Maximilianstraße,n5284495091,,,,
11.0416306,49.4558943,EPSG:4326,yes,Maximilianstraße,n5284518645,,,,
11.0142003,49.5237763,EPSG:4326,no,Spessartstr.,n5385228498,,,,
11.0378329,49.382621,EPSG:4326,yes,Reichelsdorf Bahnhof,n5435026547,,,,
11.0375637,49.382949,EPSG:4326,yes,Eichstätter Platz,n5435026548,,,,
11.0372311,49.3823099,EPSG:4326,yes,Reichelsdorf Bahnhof,n5435026549,,,,
11.037332,49.3817904,EPSG:4326,yes,Reichelsdorf Bahnhof,n5435033147,,,,
11.081351,49.4567403,EPSG:4326,no,,n5591486033,,,,
11.0582905,49.4499237,EPSG:4326,yes,Gostenhof Ost,n5625553854,,,,
11.0358594,49.4667182,EPSG:4326,no,,n5665844677,,,,
11.0360501,49.4666346,EPSG:4326,no,,n5665848924,,,,
11.121598,49.4338591,EPSG:4326,yes,Zeppelinstraße,n5679764827,,,,
11.1220211,49.4338429,EPSG:4326,yes,Zeppelinstraße,n5679764828,,,,
11.1181399,49.4360425,EPSG:4326,yes,Herzogstraße,n5680548234,,,,
11.1034351,49.4508042,EPSG:4326,yes,Tullnaupark,n5694722717,,,,
11.0347285,49.4410912,EPSG:4326,no,Rothenburger/Von-der-Tann-Straße,n5931020767,,,,
11.0360657,49.4405555,EPSG:4326,yes,Rothenburger/Von-der-Tann-Straße,n5931020768,,,,
11.0363601,49.4407351,EPSG:4326,no,Rothenburger/Von-der-Tann-Straße,n5931020769,,,,
11.0409915,49.4408078,EPSG:4326,yes,Blücherstraße,n5931020770,,,,
11.1239817,49.4832447,EPSG:4326,no,,n5953977501,,,,ground
11.0652655,49.4476922,EPSG:4326,yes,Plärrer,n6020661585,,,,
11.0459891,49.5185038,EPSG:4326,no,Binzenweg,n6045615083,,,,
11.0368496,49.4386187,EPSG:4326,no,Gustav-Adolf-Straße,n6087692936,,,,
11.0363869,49.4386587,EPSG:4326,yes,Gustav-Adolf-Straße,n6087692937,,,,
11.0369535,49.4389631,EPSG:4326,yes,Gustav-Adolf-Straße,n6087692938,,,,
11.0357304,49.4405223,EPSG:4326,no,Rothenburger/Von-der-Tann-Straße,n6087692940,,,,
11.1503546,49.4690549,EPSG:4326,yes,,n6167673414,,,,
11.0299864,49.4369721,EPSG:4326,yes,,n6196537455,,,,
11.0307714,49.4372104,EPSG:4326,yes,,n6196537456,,,,trunk
11.1315832,49.4600978,EPSG:4326,yes,Nürnberg Mögeldorf,n6203568315,,,,
11.1553636,49.403072,EPSG:4326,yes,Gleiwitzer-/Liegnitzer Straße,n6284493677,,,,
11.15635,49.4033172,EPSG:4326,yes,Gleiwitzer-/Liegnitzer Straße,n6284493678,,,,
11.0976737,49.4461287,EPSG:4326,yes,Stephanstraße,n6440060090,,,,
11.0486406,49.4422689,EPSG:4326,no,Heinrichstraße,n6448668857,,,,
11.0491418,49.4421138,EPSG:4326,no,Heinrichstraße,n6448668858,,,,
11.085773,49.4598143,EPSG:4326,yes,,n6540320572,,,,
11.0884657,49.4612421,EPSG:4326,yes,,n6547934523,,,,
11.0497529,49.438116,EPSG:4326,yes,,n6548021787,,,,
11.0534327,49.3583544,EPSG:4326,,,n6614816937,electric,,,
11.059745,49.4841827,EPSG:4326,yes,Bamberger Straße,n6734014789,,,,
11.0457779,49.5185383,EPSG:4326,no,Binzenweg,n6744795101,,,,
11.0864505,49.4470524,EPSG:4326,yes,,n6760361055,,,,
11.0674198,49.4531216,EPSG:4326,no,Dr. Erler Kliniken,n6772884936,,,,
11.0856246,49.4629634,EPSG:4326,,,n6799293286,,,,
11.0573829,49.4421457,EPSG:4326,,,n6800299201,,,,
11.0808988,49.4411214,EPSG:4326,,,n6800305287,,,,
11.0499678,49.4389541,EPSG:4326,,,n6818306888,,,,
11.0498736,49.4386046,EPSG:4326,,,n6818306889,,,,
11.0526052,49.4398769,EPSG:4326,,,n6818306990,,,,
11.0500546,49.4392057,EPSG:4326,,,n6818307485,,,,
11.0500173,49.4391002,EPSG:4326,,,n6818307585,,,,
11.0499079,49.4387071,EPSG:4326,,,n6818307586,,,,
11.0499295,49.4388177,EPSG:4326,,,n6818307685,,,,
11.0814804,49.4712126,EPSG:4326,no,,n6840566799,,90,,
11.0814804,49.4712371,EPSG:4326,no,,n6840566800,,90,,
11.0864596,49.4300049,EPSG:4326,no,Frankenstraße,n7037074994,,,,
11.0861214,49.4294998,EPSG:4326,yes,Frankenstraße,n7037074995,,,,
11.08677,49.4293835,EPSG:4326,yes,Frankenstraße,n7037074996,,,,
11.0869294,49.4290973,EPSG:4326,yes,Frankenstraße,n7037074997,,,,
11.0870421,49.4295773,EPSG:4326,yes,Frankenstraße,n7037074998,,,,
11.0874558,49.4295902,EPSG:4326,yes,Frankenstraße,n7037075003,,,,
11.086685,49.4295722,EPSG:4326,yes,Frankenstraße,n7037075004,,,,
11.1160928,49.4355432,EPSG:4326,,,n7077871292,,,,
11.1315835,49.4590513,EPSG:4326,yes,Mögeldorf,n7112416517,,,,
11.0486031,49.4748819,EPSG:4326,,,n7137578814,,,,
11.0462079,49.4759181,EPSG:4326,no,Berufsförderungswerk,n7137589088,,,,
11.0768493,49.452633,EPSG:4326,,,n7151513491,,,,
11.0766797,49.4527563,EPSG:4326,,,n7151513492,,,,
11.0889801,49.4367986,EPSG:4326,no,,n7223250586,,,,ground
11.1047606,49.4720605,EPSG:4326,no,Nordostbahnhof,n7515757341,,,,
11.1511302,49.4478192,EPSG:4326,no,,n7577482483,,,,
11.0927402,49.4639707,EPSG:4326,no,,n7588410553,,,,
11.0927253,49.4639346,EPSG:4326,no,,n7588410554,,,,
11.1746554,49.4130752,EPSG:4326,yes,,n7657085914,,,,trunk
11.0127224,49.4271339,EPSG:4326,yes,Püttlachweg,n7661640337,,,,
11.0107931,49.4267005,EPSG:4326,yes,,n7661849712,,,,trunk
11.0648577,49.4486568,EPSG:4326,yes,Plärrer,n7773612660,,,,
11.0649122,49.4480631,EPSG:4326,yes,Plärrer,n7773612669,,,,
11.0652446,49.448049,EPSG:4326,yes,Plärrer,n7773612670,,,,
11.0652982,49.4481355,EPSG:4326,yes,Plärrer,n7773612671,,,,
11.0650147,49.4482479,EPSG:4326,yes,Plärrer,n7773612672,,,,
11.0646567,49.4483861,EPSG:4326,yes,Plärrer,n7773612676,,,,
11.0655588,49.460777,EPSG:4326,yes,,n7775535386,,,,
11.0656273,49.4566402,EPSG:4326,yes,,n7928097020,,,,
11.0417513,49.4655504,EPSG:4326,no,,n7973614223,,,,
11.0398806,49.4645155,EPSG:4326,no,,n7973614225,,,,
11.0398197,49.4632982,EPSG:4326,no,,n7973614226,,,,
11.0468243,49.463918,EPSG:4326,no,,n7973614227,,,,
11.0420634,49.4655779,EPSG:4326,no,,n7973614229,,,,
11.0444564,49.4626495,EPSG:4326,no,,n7973614232,,,,
11.0490309,49.4630439,EPSG:4326,no,,n7973614233,,,,
11.0472689,49.4623238,EPSG:4326,no,,n7973614234,,,,
11.0466278,49.4625855,EPSG:4326,no,,n7973614235,,,,
11.0479508,49.4630011,EPSG:4326,no,,n7973614236,,,,
11.0429135,49.4624644,EPSG:4326,no,,n7973614240,,,,
11.0590112,49.4632756,EPSG:4326,yes,,n7993581071,,,,
11.0605105,49.4595096,EPSG:4326,yes,,n8077896772,,,,
11.1044047,49.4268687,EPSG:4326,yes,Oskar-von-Miller-Straße,n8086117179,,,,
11.0755685,49.4399093,EPSG:4326,no,,n8264013704,,,,
11.0757911,49.4398203,EPSG:4326,no,,n8264013705,,,,
11.1751692,49.4681295,EPSG:4326,yes,Henfenfelder Str. Wende,n8323317289,,,,
11.1743179,49.469029,EPSG:4326,yes,Henfenfelder Str.,n8323317290,,,,
11.0047918,49.4405007,EPSG:4326,yes,Rothenburger/Sigmundstraße,n8502161093,,,,
11.079367,49.449445,EPSG:4326,,,n8511829410,electric,,,
11.0789921,49.4496815,EPSG:4326,,,n8511829415,electric,,,
11.1562669,49.4030262,EPSG:4326,yes,Gleiwitzer-/Liegnitzer Straße,n8527426189,,,,
11.0843073,49.4234473,EPSG:4326,,,n8562572703,,,,
11.0251743,49.4145001,EPSG:4326,no,,n8617547326,,,,
11.0259582,49.4140134,EPSG:4326,no,,n8617547327,,,,
11.1363105,49.4023943,EPSG:4326,,,n8740373330,,,,
11.1357855,49.4024833,EPSG:4326,,,n8740373331,,,,
11.1360504,49.4022734,EPSG:4326,,,n8740373332,,,,
11.1357526,49.4022739,EPSG:4326,,,n8740373333,,,,
11.1363763,49.4025959,EPSG:4326,,,n8740373334,,,,
11.0687477,49.4452579,EPSG:4326,yes,Kohlenhof,n8747290332,,,,
11.0893732,49.4845087,EPSG:4326,,,n8833761368,,,,
11.0888716,49.4845136,EPSG:4326,,,n8833761369,,,,
11.088368,49.4844963,EPSG:4326,,,n8833761370,,,,
11.0878702,49.4844988,EPSG:4326,,,n8833761371,,,,
11.0873657,49.484492,EPSG:4326,,,n8833761372,,,,
11.0868621,49.4844748,EPSG:4326,,,n8833761373,,,,
11.0863699,49.484431,EPSG:4326,,,n8833761374,,,,
11.0858645,49.4844206,EPSG:4326,,,n8833761375,,,,
11.0853714,49.484362,EPSG:4326,,,n8833761376,,,,
11.0864161,49.4308253,EPSG:4326,,,n8927787127,,,,
11.0865061,49.4313924,EPSG:4326,,,n8927787128,,,,
11.086561,49.4329753,EPSG:4326,,,n8927787129,,,,
11.0864625,49.4311143,EPSG:4326,,,n8927789438,,,,
11.0866284,49.4327136,EPSG:4326,,,n8927789623,,,,
11.0881952,49.4369844,EPSG:4326,no,,n8927789624,,,,
11.0881345,49.4369397,EPSG:4326,no,,n8927791917,,,,
11.0894061,49.4372249,EPSG:4326,,,n8952636417,led,,,
11.0894625,49.4370809,EPSG:4326,,,n8952636517,,,,
11.0826597,49.4375588,EPSG:4326,yes,,n8952637219,,,,
11.0902113,49.4379043,EPSG:4326,,,n8952637220,,,,
11.0839272,49.4371824,EPSG:4326,,,n8952638017,,,,
11.0832288,49.4364833,EPSG:4326,,,n8952638118,,,,
11.0825422,49.437458,EPSG:4326,,,n8952638217,,,,
11.08272,49.4372186,EPSG:4326,,,n8952638417,,,,
11.0828843,49.4369736,EPSG:4326,,,n8952638517,,,,
11.0830479,49.4367315,EPSG:4326,,,n8952638518,,,,
11.0900756,49.4376568,EPSG:4326,,,n8952638620,,,,
11.0797515,49.4470547,EPSG:4326,,,n9041150066,,,,
11.0799721,49.4469845,EPSG:4326,,,n9041150067,,,,
11.0793679,49.4468995,EPSG:4326,,,n9041150068,,,,
11.0790045,49.4468677,EPSG:4326,,,n9041150070,,,,
11.0791758,49.4469782,EPSG:4326,,,n9041150071,,,,
11.0196283,49.5283131,EPSG:4326,no,,n9088272437,,,,
11.0198405,49.5283257,EPSG:4326,no,,n9088272438,,,,
11.0199126,49.5283061,EPSG:4326,no,,n9088272441,,,,
11.0201635,49.5283584,EPSG:4326,no,,n9088272442,,,,
11.0172709,49.5305188,EPSG:4326,no,,n9088272445,,,,
11.0981109,49.4674541,EPSG:4326,no,Welserstraße,n9106049858,,,,
11.095017,49.4481644,EPSG:4326,yes,Technische Hochschule Nürnberg Georg Simon Ohm | Parkhaus BG,n9117841291,,,,
11.0760792,49.4489938,EPSG:4326,,,n9188385213,,,,
