"ID","NAME","IATA","ICAO","LATITUDE","LONGITUDE","ALTITUDE","TIMEZONE","DST","TZDBTIME","AIRPORT_TYPE","SOURCE","CITY_ID"
6129,"Kearney Municipal Airport","EAR","EAR",40.727,-99.0068,2131,-6,"A","America/Chicago","airport","User",7165
6130,"Mid Delta Regional Airport","GLH","KGLH",33.4828987121582,-90.98560333251953,131,-6,"A","America/Chicago","airport","OurAirports",7038
5783,"Angers-Loire Airport","ANE","LFJR",47.560299,-0.312222,194,1,"E","Europe/Paris","airport","OurAirports",4597
5786,"La Môle Airport","LTT","LFTZ",43.205399,6.482,59,1,"E","Europe/Paris","airport","OurAirports",4678
5787,"Syros Airport","JSY","LGSO",37.4227981567,24.950899124099998,236,2,"E","Europe/Athens","airport","OurAirports",977
5788,"Pécs-Pogány Airport","PEV","LHPP",45.990898,18.240996,1000,1,"N","Europe/Budapest","airport","OurAirports",1594
5789,"Győr-Pér International Airport","","LHPR",47.624401,17.813601,424,1,"N","Europe/Budapest","airport","OurAirports",5396
5790,"Sármellék International Airport","SOB","LHSM",46.686391,17.159084,408,1,"N","Europe/Budapest","airport","OurAirports",1592
5791,"Aosta Airport","AOT","LIMW",45.738499,7.36872,1791,1,"E","Europe/Rome","airport","OurAirports",3999
5792,"Salerno Costa d'Amalfi Airport","QSR","LIRI",40.620399,14.9113,119,1,"E","Europe/Rome","airport","OurAirports",340
5793,"Corvo Airport","CVU","LPCR",39.671501,-31.1136,0,-1,"E","Atlantic/Azores","airport","OurAirports",5766
5794,"Banja Luka International Airport","BNX","LQBK",44.94139862060547,17.297500610351562,400,1,"E","Europe/Sarajevo","airport","OurAirports",7515
5795,"Uşak Airport","USQ","LTBO",38.68149948120117,29.47170066833496,2897,3,"E","Europe/Istanbul","airport","OurAirports",1300
5796,"Kars Airport","KSY","LTCF",40.562198638916016,43.1150016784668,5889,3,"E","Europe/Istanbul","airport","OurAirports",5063
5797,"Şanlıurfa Airport","SFQ","LTCH",37.09429931640625,38.84709930419922,1483,3,"E","Europe/Istanbul","airport","OurAirports",1314
5798,"Kahramanmaraş Airport","KCM","LTCN",37.5388259888,36.9535217285,1723,3,"E","Europe/Istanbul","airport","OurAirports",5062
5799,"Ağrı Airport","AJI","LTCO",39.654541015625,43.025978088378906,5462,3,"E","Europe/Istanbul","airport","OurAirports",5032
5800,"Adıyaman Airport","ADF","LTCP",37.7313995361,38.4688987732,2216,3,"E","Europe/Istanbul","airport","OurAirports",5030
5801,"Süleyman Demirel International Airport","ISE","LTFC",37.8554000854,30.368400573699997,2835,3,"E","Europe/Istanbul","airport","OurAirports",5059
5802,"Balıkesir Körfez Airport","EDO","LTFD",39.554599762,27.0137996674,50,3,"E","Europe/Istanbul","airport","OurAirports",5038
9481,"Guatuso Airport","","MRGT",10.683333396911621,-84.83333587646484,164,-6,"N","America/Costa_Rica","airport","OurAirports",901
9484,"Central Bolívar Airport","","SVSJ",8.916666984558105,-71.93333435058594,39,-4,"E","America/Caracas","airport","OurAirports",493
9488,"Corvallis Municipal Airport","CVO","KCVO",44.49720001,-123.2900009,250,-8,"A","America/Los_Angeles","airport","OurAirports",6804
9492,"Tuzla Romania Airport","","LRTZ",43.98419952392578,28.609699249267578,161,2,"U","Europe/Bucharest","airport","OurAirports",1677
9521,"Samambaia Heliport","","SDNS",-22.462499618530273,-43.13055419921875,3167,-3,"E","America/Sao_Paulo","airport","OurAirports",1675
9528,"Fazenda Campo Verde Airport","","SNKV",1.04278004169,-50.516700744599994,49,-3,"N","America/Fortaleza","airport","OurAirports",1766
9532,"Prominent Hill Airport","PXH","YPMH",-29.716,135.5244,745,9.5,"O","Australia/Adelaide","airport","OurAirports",2167
9533,"Cowra Airport","CWT","YCWR",-33.84469985961914,148.6490020751953,966,10,"A","Australia/Sydney","airport","OurAirports",5920
9535,"Ganges Water Aerodrome","","",48.85,-123.5,0,-8,"A","America/Vancouver","airport","User",4492
9536,"Pender Harbour Water Aerodrome","YPT","",49.616667,-124.016667,0,-8,"A","America/Vancouver","airport","User",841
9537,"Mansons Landing Water Aerodrome","YMU","",50.066667,-124.983333,0,-8,"A","America/Vancouver","airport","User",846
6360,"Xiangyang Liuji Airport","XFN","ZHXF",32.1506,112.291,0,8,"U","Asia/Shanghai","airport","OurAirports",214
6361,"Yichang Sanxia Airport","YIH","ZHYC",30.55655,111.479988,673,8,"U","Asia/Shanghai","airport","OurAirports",189
6362,"Ankang Wulipu Airport","AKA","ZLAK",32.708099,108.931,860,8,"U","Asia/Shanghai","airport","OurAirports",3762
6363,"Golmud Airport","GOQ","ZLGM",36.4006,94.786102,9334,8,"U","Asia/Shanghai","airport","OurAirports",3814
6364,"Hanzhong Chenggu Airport","HZG","ZLHZ",33.134136,107.206014,0,8,"U","Asia/Shanghai","airport","OurAirports",3828
6365,"Qingyang Airport","IQN","ZLQY",35.799702,107.602997,0,8,"U","Asia/Shanghai","airport","OurAirports",199
6366,"Xining Caojiabu Airport","XNN","ZLXN",36.5275,102.042999,7119,8,"U","Asia/Shanghai","airport","OurAirports",158
6367,"Yan'an Ershilipu Airport","ENY","ZLYA",36.636902,109.554001,3100,8,"U","Asia/Shanghai","airport","OurAirports",160
6368,"Yulin Yuyang Airport","UYN","ZLYL",38.35971,109.590927,0,8,"U","Asia/Shanghai","airport","OurAirports",144
6369,"Arvaikheer Airport","AVK","ZMAH",46.250301361083984,102.802001953125,5932,8,"U","Asia/Ulaanbaatar","airport","OurAirports",5727
6370,"Altai Airport","LTI","ZMAT",46.376399993896484,96.22109985351562,7260,8,"U","Asia/Ulaanbaatar","airport","OurAirports",5726
6371,"Bayankhongor Airport","BYN","ZMBH",46.163299560546875,100.7040023803711,6085,8,"U","Asia/Ulaanbaatar","airport","OurAirports",5728
6372,"Dalanzadgad Airport","DLZ","ZMDZ",43.59170150756836,104.43000030517578,4787,8,"U","Asia/Ulaanbaatar","airport","OurAirports",5731
6373,"Khovd Airport","HVD","ZMKD",47.9541015625,91.6281967163086,4898,7,"U","Asia/Hovd","airport","OurAirports",5732
6374,"Mörön Airport","MXV","ZMMN",49.663299560546875,100.0989990234375,4272,8,"U","Asia/Ulaanbaatar","airport","OurAirports",1858
6375,"Diqing Airport","DIG","ZPDQ",27.7936,99.6772,10761,8,"U","Asia/Shanghai","airport","OurAirports",234
6376,"Mangshi Airport","LUM","ZPLX",24.4011,98.5317,2890,8,"U","Asia/Shanghai","airport","OurAirports",3878
6377,"Pu'er Simao Airport","SYM","ZPSM",22.793301,100.959,0,8,"U","Asia/Shanghai","airport","OurAirports",138
5697,"Gamal Abdel Nasser Airport","TOB","HLGN",31.861,23.907,519,2,"N","Africa/Tripoli","airport","OurAirports",448
5698,"Mitiga Airport","MJI","HLLM",32.894100189208984,13.276000022888184,36,2,"N","Africa/Tripoli","airport","OurAirports",450
5699,"La Abraq Airport","LAQ","HLLQ",32.788700103759766,21.96430015563965,2157,2,"N","Africa/Tripoli","airport","OurAirports",4107
5700,"Atbara Airport","ATB","HSAT",17.710344314575195,34.0570182800293,1181,3,"U","Africa/Khartoum","airport","OurAirports",4176
5701,"Nyala Airport","UYL","HSNN",12.053500175476074,24.956199645996094,2106,3,"U","Africa/Khartoum","airport","OurAirports",512
5702,"Port Sudan New International Airport","PZU","HSPN",19.4335994720459,37.234100341796875,135,3,"U","Africa/Khartoum","airport","OurAirports",516
5703,"Bukoba Airport","BKZ","HTBU",-1.332,31.8212,3784,3,"U","Africa/Dar_es_Salaam","airport","OurAirports",5791
5704,"Kigoma Airport","TKQ","HTKA",-4.8862,29.6709,2700,3,"U","Africa/Dar_es_Salaam","airport","OurAirports",5797
5705,"Lindi Airport","LDI","HTLI",-9.85111,39.757801,100,3,"U","Africa/Dar_es_Salaam","airport","OurAirports",5801
5706,"Musoma Airport","MUZ","HTMU",-1.503,33.8021,3806,3,"U","Africa/Dar_es_Salaam","airport","OurAirports",1943
5707,"Shinyanga Airport","SHY","HTSY",-3.6093,33.5035,3800,3,"U","Africa/Dar_es_Salaam","airport","OurAirports",1950
5708,"Tabora Airport","TBO","HTTB",-5.076389789581299,32.83330154418945,3868,3,"U","Africa/Dar_es_Salaam","airport","OurAirports",1946
5709,"Arua Airport","RUA","HUAR",3.049999952316284,30.91699981689453,3951,3,"U","Africa/Kampala","airport","OurAirports",5069
5710,"Gulu Airport","ULU","HUGU",2.8055601119995117,32.27180099487305,3510,3,"U","Africa/Kampala","airport","OurAirports",5071
5711,"Diu Airport","DIU","VA1P",20.71310043334961,70.92109680175781,31,5.5,"N","Asia/Calcutta","airport","OurAirports",3949
5712,"Gheshm Airport","","",26.9487,56.2688,100,3.5,"E","Asia/Tehran","airport","User",3660
5713,"San Domino Island Heliport","TQR","",42.1025,15.488,0,1,"E","Europe/Rome","airport","User",359
5714,"Aberdeen Regional Airport","ABR","KABR",45.449100494384766,-98.42179870605469,1302,-6,"A","America/Chicago","airport","OurAirports",6516
5894,"Sola Airport","SLH","NVSC",-13.8516998291,167.537002563,7,11,"U","Pacific/Efate","airport","OurAirports",1720
5895,"Torres Airstrip","TOH","NVSD",-13.3280000687,166.638000488,75,11,"U","Pacific/Efate","airport","OurAirports",5559
5896,"Siwo Airport","EAE","NVSE",-17.0902996063,168.343002319,7,11,"U","Pacific/Efate","airport","OurAirports",1726
5897,"Craig Cove Airport","CCV","NVSF",-16.264999,167.923996,69,11,"U","Pacific/Efate","airport","OurAirports",5552
5898,"Longana Airport","LOD","NVSG",-15.3066997528,167.966995239,167,11,"U","Pacific/Efate","airport","OurAirports",5560
5899,"Sara Airport","SSR","NVSH",-15.4708003998,168.151992798,493,11,"U","Pacific/Efate","airport","OurAirports",1733
5900,"Tavie Airport","PBJ","NVSI",-16.438999176,168.257003784,160,11,"U","Pacific/Efate","airport","OurAirports",1730
5901,"Lamap Airport","LPM","NVSL",-16.4611228,167.829253,7,11,"U","Pacific/Efate","airport","OurAirports",5557
5902,"Lamen Bay Airport","LNB","NVSM",-16.584199905400002,168.158996582,7,11,"U","Pacific/Efate","airport","OurAirports",5558
5903,"Maewo-Naone Airport","MWF","NVSN",-15,168.082992554,509,11,"U","Pacific/Efate","airport","OurAirports",5562
5904,"Lonorore Airport","LNE","NVSO",-15.865599632299999,168.17199707,43,11,"U","Pacific/Efate","airport","OurAirports",5561
5905,"Norsup Airport","NUS","NVSP",-16.0797,167.401001,23,11,"U","Pacific/Efate","airport","OurAirports",1724
5906,"Gaua Island Airport","ZGU","NVSQ",-14.218099594099998,167.587005615,100,11,"U","Pacific/Efate","airport","OurAirports",5555
5907,"Redcliffe Airport","RCL","NVSR",-15.472000122099999,167.835006714,36,11,"U","Pacific/Efate","airport","OurAirports",1729
5908,"Santo Pekoa International Airport","SON","NVSS",-15.505000114399998,167.220001221,184,11,"U","Pacific/Efate","airport","OurAirports",1722
5909,"Tongoa Airport","TGH","NVST",-16.8910999298,168.550994873,443,11,"U","Pacific/Efate","airport","OurAirports",1731
5910,"Uléi Airport","ULB","NVSU",-16.3297,168.3011,170,11,"U","Pacific/Efate","airport","OurAirports",5549
5911,"Valesdir Airport","VLS","NVSV",-16.796100616500002,168.177001953,10,11,"U","Pacific/Efate","airport","OurAirports",1727
6004,"Mokpo Heliport","MPK","RKJM",34.7588996887,126.379997253,23,9,"U","Asia/Seoul","airport","OurAirports",2563
6005,"Wonju/Hoengseong Air Base (K-38/K-46)","WJU","RKNW",37.441201,127.963858,329,9,"U","Asia/Seoul","airport","OurAirports",2568
6006,"Yangyang International Airport","YNY","RKNY",38.061298,128.669006,241,9,"U","Asia/Seoul","airport","OurAirports",2580
6007,"Sacheon Air Base/Airport","HIN","RKPS",35.088591,128.071747,25,9,"U","Asia/Seoul","airport","OurAirports",2573
6008,"Cheongju International Airport/Cheongju Air Base (K-59/G-513)","CJJ","RKTU",36.717008,127.498741,191,9,"U","Asia/Seoul","airport","OurAirports",6386
6009,"Subic Bay International Airport","SFS","RPLB",14.794400215148926,120.27100372314453,64,8,"N","Asia/Manila","airport","OurAirports",2553
6010,"Cuyo Airport","CYU","RPLO",10.858099937438965,121.06900024414062,0,8,"N","Asia/Manila","airport","OurAirports",6355
6011,"Rajah Buayan Air Base","","RPMB",6.10644006729,125.23500061,28,8,"N","Asia/Manila","airport","OurAirports",6363
6012,"Camiguin Airport","CGM","RPMH",9.253520011901855,124.70700073242188,53,8,"N","Asia/Manila","airport","OurAirports",6348
6013,"Jolo Airport","JOL","RPMJ",6.0536699295043945,121.01100158691406,118,8,"N","Asia/Manila","airport","OurAirports",6367
6014,"Sanga Sanga Airport","TWT","RPMN",5.046991,119.742996,15,8,"N","Asia/Manila","airport","OurAirports",2551
6016,"Surigao Airport","SUG","RPMS",9.755838325629998,125.480947495,20,8,"N","Asia/Manila","airport","OurAirports",2554
6017,"Tandag Airport","TDG","RPMW",9.072110176086426,126.1709976196289,16,8,"N","Asia/Manila","airport","OurAirports",2534
6018,"Naga Airport","WNP","RPUN",13.58489990234375,123.2699966430664,142,8,"N","Asia/Manila","airport","OurAirports",2529
6019,"Basco Airport","BSO","RPUO",20.4513,121.980003,291,8,"N","","airport","OurAirports",6341
6020,"San Fernando Airport","SFE","RPUS",16.595600128173828,120.3030014038086,13,8,"N","Asia/Manila","airport","OurAirports",2552
6021,"Tuguegarao Airport","TUG","RPUT",17.6433676823,121.733150482,70,8,"N","Asia/Manila","airport","OurAirports",2550
6022,"Virac Airport","VRC","RPUV",13.576399803161621,124.20600128173828,121,8,"N","Asia/Manila","airport","OurAirports",2531
6378,"Zhaotong Airport","ZAT","ZPZT",27.325599670410156,103.75499725341797,0,8,"U","Asia/Shanghai","airport","OurAirports",221
6379,"Ganzhou Airport","KOW","ZSGZ",25.853333,114.778889,387,8,"U","Asia/Shanghai","airport","OurAirports",3813
6380,"Jingdezhen Airport","JDZ","ZSJD",29.3386001587,117.176002502,112,8,"U","Asia/Shanghai","airport","OurAirports",3849
6381,"Jiujiang Lushan Airport","JIU","ZSJJ",29.476944,115.801111,0,8,"U","Asia/Shanghai","airport","OurAirports",3853
6382,"Quzhou Airport","JUZ","ZSJU",28.965799,118.899002,0,8,"U","Asia/Shanghai","airport","OurAirports",147
6383,"Lianyungang Airport","LYG","ZSLG",34.571667,118.873611,0,8,"U","Asia/Shanghai","airport","OurAirports",3867
6384,"Huangyan Luqiao Airport","HYN","ZSLQ",28.56220054626465,121.42900085449219,0,8,"U","Asia/Shanghai","airport","OurAirports",3839
6385,"Shubuling Airport","LYI","ZSLY",35.04610061645508,118.41200256347656,0,8,"U","Asia/Shanghai","airport","OurAirports",3871
6386,"Quanzhou Jinjiang International Airport","JJN","ZSQZ",24.7964,118.589996,0,8,"U","Asia/Shanghai","airport","OurAirports",201
6387,"Tunxi International Airport","TXN","ZSTX",29.733299255371094,118.25599670410156,0,8,"U","Asia/Shanghai","airport","OurAirports",3838
6388,"Weifang Airport","WEF","ZSWF",36.646702,119.119003,0,8,"U","Asia/Shanghai","airport","OurAirports",182
6389,"Weihai Airport","WEH","ZSWH",37.18709945678711,122.22899627685547,145,8,"U","Asia/Shanghai","airport","OurAirports",153
6390,"Sunan Shuofang International Airport","WUX","ZSWX",31.494400024399997,120.429000854,24,8,"U","Asia/Shanghai","airport","OurAirports",131
6391,"Nanping Wuyishan Airport","WUS","ZSWY",27.7019,118.000999,614,8,"U","Asia/Shanghai","airport","OurAirports",213
6392,"Wenzhou Longwan International Airport","WNZ","ZSWZ",27.912201,120.851997,0,8,"U","Asia/Shanghai","airport","OurAirports",184
6393,"Yancheng Airport","YNZ","ZSYN",33.425833,120.203056,0,8,"U","Asia/Shanghai","airport","OurAirports",216
6394,"Yiwu Airport","YIW","ZSYW",29.3446998596,120.031997681,262,8,"U","Asia/Shanghai","airport","OurAirports",132
6395,"Zhoushan Airport","HSN","ZSZS",29.9342002869,122.361999512,3,8,"U","Asia/Shanghai","airport","OurAirports",224
5715,"Southwest Georgia Regional Airport","ABY","KABY",31.535499572753906,-84.19450378417969,197,-5,"A","America/New_York","airport","OurAirports",6533
5716,"Athens Ben Epps Airport","AHN","KAHN",33.94860076904297,-83.32630157470703,808,-5,"A","America/New_York","airport","OurAirports",6580
5717,"Alamogordo White Sands Regional Airport","ALM","KALM",32.8399009705,-105.990997314,4200,-7,"A","America/Denver","airport","OurAirports",6531
5718,"Waterloo Regional Airport","ALO","KALO",42.557098388671875,-92.40029907226562,873,-6,"A","America/Chicago","airport","OurAirports",3014
5719,"Walla Walla Regional Airport","ALW","KALW",46.09489822,-118.288002,1194,-8,"A","America/Los_Angeles","airport","OurAirports",3236
5720,"Alpena County Regional Airport","APN","KAPN",45.0780983,-83.56030273,690,-5,"A","America/New_York","airport","OurAirports",6543
5721,"Watertown Regional Airport","ATY","KATY",44.91400146,-97.15470123,1749,-6,"A","America/Chicago","airport","OurAirports",3089
5722,"Bradford Regional Airport","BFD","KBFD",41.8031005859375,-78.64009857177734,2143,-5,"A","America/New_York","airport","OurAirports",6662
5723,"Western Neb. Rgnl/William B. Heilig Airport","BFF","KBFF",41.87400055,-103.5960007,3967,-7,"A","America/Denver","airport","OurAirports",3220
5724,"Raleigh County Memorial Airport","BKW","KBKW",37.787300109899995,-81.1241989136,2504,-5,"A","America/New_York","airport","OurAirports",6620
5725,"Brunswick Golden Isles Airport","BQK","KBQK",31.258800506591797,-81.46649932861328,26,-5,"A","America/New_York","airport","OurAirports",6677
5726,"Southeast Iowa Regional Airport","BRL","KBRL",40.783199310302734,-91.12550354003906,698,-6,"A","America/Chicago","airport","OurAirports",6687
5727,"Jack Mc Namara Field Airport","CEC","KCEC",41.78020096,-124.2369995,61,-8,"A","America/Los_Angeles","airport","OurAirports",6811
5728,"Cape Girardeau Regional Airport","CGI","KCGI",37.22529983520508,-89.57080078125,342,-6,"A","America/Chicago","airport","OurAirports",6704
5729,"Chippewa County International Airport","CIU","KCIU",46.25080108642578,-84.47239685058594,800,-5,"A","America/New_York","airport","OurAirports",3338
5730,"North Central West Virginia Airport","CKB","KCKB",39.2966003418,-80.2281036377,1217,-5,"A","America/New_York","airport","OurAirports",6763
10776,"Meschede-Schüren Airport","","EDKM",51.30277633666992,8.239167213439941,1434,1,"E","","airport","OurAirports",1514
10791,"Gov Joao Durval Carneiro Airport","FEC","SBFE",-12.203056,-38.906667,768,-3,"U","","airport","User",4306
10792,"Jumandy Airport","TNW","SEJD",-1.059722,-77.583333,1234,-5,"S","","airport","OurAirports",1433
10793,"Chitina Airport","CXC","",61.515833,-144.436667,1,-9,"A","","airport","User",6756
9935,"Kualanamu International Airport","KNO","WIMM",3.642222,98.885278,23,7,"N","Asia/Jakarta","airport","OurAirports",2216
9937,"Gratiot Community Airport","AMN","KAMN",43.322101593,-84.68800354,754,-7,"A","","airport","OurAirports",4539
9938,"Asheboro Regional Airport","","KHBI",35.65449905,-79.8946991,671,-5,"A","","airport","OurAirports",6575
9939,"Seosan Air Base","HMY","RKTP",36.703999,126.486,39,9,"N","","airport","OurAirports",2571
9538,"Port McNeill Airport","YMP","",50.575556,-127.028611,225,-8,"A","America/Vancouver","airport","User",813
9539,"Sullivan Bay Water Aerodrome","YTG","",50.883333,-126.833333,0,-8,"A","America/Vancouver","airport","User",822
9540,"Deer Harbor Seaplane","DHB","",48.618397,-123.00596,0,-8,"A","America/Los_Angeles","airport","User",6841
9542,"Coral Bay Airport","","YCOY",-23.1299991607666,113.7770004272461,5,8,"O","Australia/Perth","airport","OurAirports",5938
9543,"Ogden Hinckley Airport","OGD","KOGD",41.195899963379,-112.0120010376,4473,-7,"A","America/Denver","airport","OurAirports",2733
9544,"Lake Country Regional Airport","","KW63",36.5957984924,-78.56009674070002,421,-5,"A","America/New_York","airport","OurAirports",7504
9545,"Robert S Kerr Airport","","KRKR",35.02159881591797,-94.62129974365234,451,-6,"A","America/Chicago","airport","OurAirports",2790
9546,"Colorado Plains Regional Airport","AKO","KAKO",40.1755981445,-103.222000122,4714,-7,"A","America/Denver","airport","OurAirports",6526
9547,"Sanderson Field","SHN","KSHN",47.233600616455,-123.14800262451,273,-8,"A","America/Los_Angeles","airport","OurAirports",2899
10360,"Half Moon Bay Airport","HAF","KHAF",37.513401031499995,-122.500999451,66,-8,"A","","airport","OurAirports",7057
10712,"Airport South Station","","",23.388,113.2974,35,8,"U","","airport","User",3818
10713,"Airport East Station","","",22.646944,113.823056,10,8,"U","","airport","User",207
9941,"Ngala Airport","NGL","",-24.3878,31.3258,1470,1,"U","","airport","User",2633
9942,"Henderson Field","","KACZ",34.717899322509766,-78.00360107421875,39,-5,"A","","airport","OurAirports",2918
9943,"Emporia Greensville Regional Airport","","KEMV",36.6869010925293,-77.48280334472656,127,-5,"A","","airport","OurAirports",6909
10363,"Hechi Jinchengjiang Airport","HCJ","ZGHC",24.805,107.6997,2221,8,"U","","airport","OurAirports",3830
10370,"Kadina Airport","","YKDI",-33.97669982910156,137.66000366210938,42,9.5,"O","","airport","OurAirports",5998
10371,"General WM J Fox Airfield","WJF","KWJF",34.74110031,-118.2190018,2351,-8,"A","","airport","OurAirports",7235
10372,"Kern Valley Airport","L05","",35.7282222,-118.4197222,2614,-8,"A","","airport","User",7174
10378,"Coondewanna Airport","CJF","YCWA",-22.96669960022,118.81300354004,2300,8,"N","","airport","OurAirports",5937
10745,"Lashenden (Headcorn) Airfield","","EGKH",51.156898,0.641667,72,0,"E","","airport","OurAirports",7385
10746,"Panshanger Aerodrome","","EGLG",51.80250167849999,-0.158056005836,249,0,"E","","airport","OurAirports",3449
10747,"Thurrock Airfield","","EGMT",51.537505,0.367634,20,0,"E","","airport","OurAirports",3431
10748,"Stapleford Aerodrome","","EGSG",51.652500152600005,0.155833005905,183,0,"E","","airport","OurAirports",3454
10750,"HAL Airport","","VOBG",12.9499998093,77.6681976318,2912,5.5,"N","","airport","OurAirports",3920
10751,"Chichester/Goodwood Airport","QUG","EGHR",50.85940170288086,-0.7591670155525208,98,0,"E","","airport","OurAirports",7381
10752,"Omarama Glider Airport","","NZOA",-44.486698150634766,169.98599243164062,1381,12,"Z","","airport","OurAirports",2497
10753,"Haast Aerodrome","","NZHT",-43.865299224853516,169.04100036621094,13,12,"Z","","airport","OurAirports",6321
9793,"Lakeway Airpark","","K3R9",30.357500076293945,-97.99449920654297,909,-6,"A","America/Chicago","airport","OurAirports",7231
9794,"Iraan Municipal Airport","IRB","K2F0",30.9057006836,-101.891998291,2200,-6,"A","America/Chicago","airport","OurAirports",7128
9795,"Kestrel Airpark","","K1T7",29.812700271606445,-98.42530059814453,1250,-6,"A","America/Chicago","airport","OurAirports",3217
9796,"Elliot Lake Municipal Airport","YEL","CYEL",46.351398468,-82.5614013672,1087,-5,"A","America/Toronto","airport","OurAirports",4456
9797,"Wilkes County Airport","IKB","KUKF",36.2228012085,-81.09829711910001,1301,-5,"A","America/New_York","airport","OurAirports",3346
9798,"Charleston Executive Airport","","KJZI",32.70090103149414,-80.00289916992188,17,-5,"A","America/New_York","airport","OurAirports",6731
9799,"Danville Regional Airport","DAN","KDAN",36.572898864746094,-79.33609771728516,571,-5,"A","America/New_York","airport","OurAirports",6830
9800,"Brookneal/Campbell County Airport","","K0V4",37.141700744599994,-79.01640319820001,596,-5,"A","America/New_York","airport","OurAirports",6674
9805,"Yerbogachen Airport","ERG","UIKE",61.2750015259,108.029998779,400,8,"N","Asia/Irkutsk","airport","OurAirports",1222
9806,"Cheraw Municipal Airport/Lynch Bellinger Field","HCW","KCQW",34.71289825,-79.95700073,239,-5,"A","America/New_York","airport","OurAirports",6740
9807,"Arcadia Municipal Airport","X06","",27.1174,-81.5023,63,-5,"A","America/New_York","airport","User",6570
9808,"Wauchula Municipal Airport","","KCHN",27.51490020752,-81.880500793457,106,-5,"A","America/New_York","airport","OurAirports",2924
9809,"River Ranch Resort Airport","2RR","",27.4676,-81.1224,55,-5,"A","America/New_York","airport","User",3213
9810,"Belle Glade State Municipal Airport","X10","",26.419,-80.3965,14,-5,"A","America/New_York","airport","User",6622
9811,"Homestead General Aviation Airport","X51","",25.2995,-80.3325,7,-5,"A","America/New_York","airport","User",7095
10617,"Ota Air Base","","LPOT",39.087502,-8.96278,140,1,"E","","airport","OurAirports",1897
10618,"Borroloola Airport","BOX","YBRL",-16.075300216674805,136.302001953125,55,9.5,"O","","airport","OurAirports",5896
10632,"City Air Terminal","","",13.751,100.5613,11,7,"U","","airport","User",5803
10634,"Tambo Int'l. Airport Gautrain Station","","",-26.132068,28.230828,5577,2,"U","","airport","User",6482
10638,"Sydney International Airport Station","","",-33.934058,151.165783,13,10,"O","","airport","User",2057
10639,"Sydney Domestic Airport Station","","",-33.933653,151.180708,25,10,"O","","airport","User",2057
9853,"Toowoomba Wellcamp Airport","WTB","YBWW",-27.558332,151.793335,1509,10,"N","Australia/Brisbane","airport","OurAirports",2118
9854,"Tonghua Sanyuanpu Airport","TNH","ZYTN",42.2538888889,125.703333333,1200,8,"N","Asia/Shanghai","airport","OurAirports",178
9857,"Suzhou Guangfu Airport","SZV","ZSSZ",31.2631,120.401001,0,8,"N","Asia/Shanghai","airport","OurAirports",150
9860,"City Airport Manchester","","EGCB",53.471698761,-2.38971996307,73,0,"U","Europe/London","airport","OurAirports",3446
9861,"Sleap Airport","","EGCV",52.833900451699996,-2.77167010307,275,0,"U","Europe/London","airport","OurAirports",3453
9862,"Tatenhill Airfield","","EGBM",52.814701080300004,-1.76110994816,439,0,"U","Europe/London","airport","OurAirports",7341
9863,"Full Sutton Airfield","","EGNU",53.980598,-0.864722,86,0,"U","Europe/London","airport","OurAirports",3397
9864,"Sherburn-In-Elmet Airfield","","EGCJ",53.788458,-1.216877,26,0,"U","Europe/London","airport","OurAirports",7396
9865,"Haliwen Airport","ABU","WATA",-9.333333,124.9,1434,8,"N","Asia/Makassar","airport","User",6065
9866,"Beringin Airport","","WAOM",-0.940325021744,114.893875122,126,7,"N","Asia/Jakarta","airport","OurAirports",2273
9868,"Mulia Airport","LII","WAJM",-3.7018,137.957,6527,9,"N","Asia/Jayapura","airport","OurAirports",2218
9869,"Wonopito Airport","LWE","",-8.640556,122.236667,16,8,"U","Asia/Makassar","airport","User",6118
9870,"Tardamu Airport","SAU","WATS",-10.427778,121.897778,46,8,"N","Asia/Makassar","airport","User",2274
10183,"Bois Blanc Island Airport","6Y1","",45.7662977,-84.5038139,664,-5,"A","","airport","User",6651
10184,"Lavrentiya Airport","","UHML",65.58000183105469,-170.99667358398438,30,12,"N","Asia/Anadyr","airport","OurAirports",4966
10185,"Paso Robles Municipal Airport","PRB","KPRB",35.67290115,-120.6269989,840,-8,"A","","airport","OurAirports",3202
10186,"N 104 Helipad","","RKDU",37.479166666699996,130.895555556,476,9,"N","","airport","OurAirports",2576
10651,"Delhi Airport Metro Station","","",28.557096,77.086738,744,5.5,"N","","airport","User",3945
10656,"Airport Road Metro Station","","",19.110113,72.874117,57,5.5,"N","","airport","User",272
9871,"Robert Atty Bessing Airport","","WALM",3.575278,116.619722,26,8,"N","Asia/Makassar","airport","User",2237
9872,"Stenkol Airport","NTI","WASB",-2.1033,133.5164,57,9,"N","Asia/Jayapura","airport","OurAirports",6083
9873,"Wasior Airport","WSR","WASW",-2.721,134.5061,49,9,"N","Asia/Jayapura","airport","OurAirports",2236
9874,"Silangit Airport","DTB","WIMN",2.25973,98.991898,4700,7,"N","Asia/Jakarta","airport","OurAirports",2286
9875,"Lasikin Airport","","WITG",2.4102799892425537,96.32559967041016,19,7,"N","Asia/Jakarta","airport","OurAirports",2255
9886,"Seunagan Airport","MEQ","WITC",4.25,96.21700286865234,10,7,"N","","airport","OurAirports",2267
9887,"Betoambari Airport","BUW","WAWB",-5.486879825592041,122.56900024414062,164,8,"N","","airport","OurAirports",6079
